ID,x0,y0,x1,y1
1240040100,211188.786,548696.789,211303.4909,548993.1613
1240010600,211938.3879,548602.7903,211300.8954,548997.9008
1240010500,211294.0933,548988.0149,211932.1486,548592.5399
1240000202,212246.4368,548275.9609,212436.3068,548250.8817
1240000102,212436.4734,548262.8805,212249.5759,548287.5431
1240038000,212279.2611,548395.1735,212431.7266,548253.1059
1240038100,212441.0536,548260.6563,212285.5434,548405.3976
1240011902,212134.2156,549070.5909,211978.3657,548727.3846
1240012002,211989.5377,548723.0045,212140.9659,549060.6688
1240045000,211201.612,549833.327,210867.8793,549929.2369
1240044900,210864.6322,549917.6845,211198.1139,549821.8482
1240012100,211719.1511,549453.262,211294.7325,548998.2844
1240012200,211300.2563,548987.6313,211729.5704,549447.309
1240014300,211891.304,549744.1401,211719.207,549453.3578
1240014400,211729.5145,549447.2133,211901.6491,549738.059
1240015601,211198.3001,549821.7947,211323.9837,549790.652
1240015501,211324.9802,549802.6106,211201.4258,549833.3805
1240015502,211451.2909,549977.3445,211322.1184,549802.1462
1240015602,211326.8454,549791.1164,211462.786,549973.9001
1240012600,210995.6845,549090.1307,211129.4292,549557.2449
1240012500,211117.8964,549560.5606,210984.1467,549093.4291
1240011600,211298.7823,548998.818,210991.9101,549097.4387
1240011500,210987.9212,549086.1211,211296.2064,548987.0977
1240016100,211454.2149,549970.3282,211893.6493,549735.8075
1240016200,211899.3038,549746.3917,211459.862,549980.9164
1240018702,211462.8496,549974.1289,211311.9849,550227.6907
1240018802,211308.8008,550216.1208,211451.2273,549977.1157
1240040600,213470.6702,548748.3452,213986.2343,549013.3807
1240040700,214002.9281,549039.7885,213464.9271,548758.8816
1240010302,212986.3332,549028.0566,212876.5119,548587.2371
1240010403,212888.1597,548584.3512,212997.9696,549025.1251
1240015700,213482.9604,549972.643,213472.3386,549687.5953
1240015800,213484.3303,549687.1484,213494.9521,549972.1962
1240012801,212998.0442,549025.4617,213156.6662,549696.9408
1240012701,213144.9372,549699.4767,212986.2586,549027.72
1240008003,211476.4078,547926.0463,211232.5167,548009.7223
1240007903,211228.6225,547998.3717,211472.5136,547914.6958
1240013701,211893.8242,549735.7177,212510.8419,549623.1018
1240013801,212508.4574,549634.8625,211899.1289,549746.4815
1240018101,212490.1298,550159.0397,211891.2034,549743.9621
1240018201,211901.7496,549738.237,212492.7892,550147.3381
1240014800,212656.2995,549656.2493,213151.7996,549692.2923
1240014700,213149.8038,549704.1252,212655.8323,549668.2402
1240016500,212719.4656,550160.1017,212650.117,549663.0257
1240016600,212662.0149,549661.4638,212731.3082,550158.1648
1240014600,213782.5325,549652.8107,213478.8877,549693.3463
1240014500,213477.7813,549681.3974,213781.1868,549640.8864
1240015002,213478.7256,549693.3591,213149.7714,549704.1196
1240014901,213151.832,549692.2979,213477.9433,549681.3846
1240008302,213462.067,548755.3878,213087.03,547589.7974
1240008402,213098.4721,547586.181,213473.5303,548751.839
1240010902,213541.9256,548990.2,213462.0863,548755.4488
1240041900,210992.8403,549097.0188,209903.5168,549523.3694
1240011002,213473.511,548751.778,213553.2157,548986.134
1240012300,213776.0885,549648.4899,213541.8786,548990.0644
1240012400,213553.2628,548986.2696,213787.6308,549645.2072
1240001404,210861.0436,548829.1278,209809.5846,549312.6348
1240000903,210905.3566,548796.6879,210979.5606,548768.7697
1240001003,210958.8187,548787.9001,210910.1579,548807.6855
1240001301,210855.5694,548818.4239,210905.3566,548796.6879
1240011101,210914.9487,548853.3568,210901.9528,548803.706
1240009702,210901.9528,548803.706,210888.3842,548752.3911
1240011201,210913.5617,548800.6674,210925.8352,548847.5582
1240009802,210898.4221,548743.411,210913.5617,548800.6674
1240005600,212951.2229,547130.5419,213032.4675,547383.6299
1240005502,213021.0418,547387.2977,212939.7972,547134.2097
1240008401,213032.4594,547383.6048,213098.4558,547586.1302
1240008301,213087.0463,547589.8482,213021.0499,547387.3228
1240032300,212541.7158,547548.5896,212476.2775,547331.1324
1240032200,212487.7381,547327.5751,212553.4207,547545.9448
1240001405,210910.1579,548807.6855,210861.0436,548829.1278
1230037501,210155.9062,548394.7342,209961.2629,548464.4675
1230037401,209957.2157,548453.1706,210151.859,548383.4373
1240001001,211185.3535,548704.9106,210958.8187,548787.9001
1240060200,211046.3692,550595.1164,211015.0562,550490.4454
1240060100,211015.2164,550491.1365,210945.5312,550249.4533
1240060000,210945.3392,550248.3602,210860.4456,549924.9582
1240059900,210860.5324,549925.2617,210768.8955,549624.2167
1230037503,210737.3487,548184.8121,210155.9128,548394.7319
1230036800,210729.556,548180.802,210654.5068,547916.5621
1230036900,210666.0502,547913.2835,210741.0994,548177.5234
1230036601,210705.7921,547902.4628,210848.4244,548137.9782
1230036701,210838.1314,548144.1471,210695.5424,547908.7032
1240009100,210733.3308,548173.5048,210841.281,548135.4047
1240009200,210845.2748,548146.7206,210737.3246,548184.8207
1240007906,210841.2418,548135.4187,210966.6545,548090.1749
1240008006,210970.7268,548101.4628,210845.314,548146.7066
1240007905,210966.6981,548090.1593,211228.7043,547998.3443
1240008005,211232.4349,548009.7497,210970.6832,548101.4783
1240034900,211207.667,548011.5107,210997.5685,547753.0495
1240034800,211007.9573,547747.0435,211219.0886,548007.8299
1240033200,211340.1284,547557.7309,211480.0597,547918.2144
1240033300,211468.8617,547922.5277,211328.9737,547562.1551
1240007102,211646.5164,547860.4662,211545.2425,547595.0225
1240007202,211556.4542,547590.7449,211657.7281,547856.1887
1240008002,211589.4572,547886.8834,211476.4247,547926.0405
1240007902,211472.4967,547914.7016,211585.5292,547875.5445
1240007901,211585.4904,547875.5581,211650.1194,547852.6716
1240008001,211654.1251,547863.9833,211589.4961,547886.8698
1240007801,212079.9153,547715.107,211840.6964,547799.1914
1240007701,211836.7171,547787.8704,212075.9361,547703.786
1240007802,211840.6751,547799.1988,211654.0906,547863.9954
1240007702,211650.1539,547852.6595,211836.7384,547787.8629
1240001302,209805.5073,549301.3438,210855.5694,548818.4239
1240008101,212242.255,548283.4612,212072.1743,547711.1558
1240008201,212083.6771,547707.7373,212253.7578,548280.0428
1240005905,212072.1767,547711.1638,211903.0654,547142.4041
1240006005,211914.5773,547139.0165,212083.6747,547707.7292
1240029800,212359.3863,546883.3378,212487.772,547327.6883
1240029900,212476.2436,547331.0192,212347.8579,546886.6687
1240006600,212549.5267,547552.9386,212079.8842,547715.1179
1240006500,212075.9672,547703.7752,212545.6098,547541.5958
1240006200,213028.6278,547391.164,212795.5044,547467.7713
1240006100,212791.7581,547456.3711,213024.8815,547379.7637
1240006400,212795.5943,547467.741,212549.5313,547552.937
1240006300,212545.6052,547541.5974,212791.6681,547456.4014
1240007001,212799.1318,547464.4679,212670.0148,547760.8018
1240006901,212659.0138,547756.0085,212788.1307,547459.6745
1240007600,212553.2615,547545.3732,212641.6325,547811.0154
1240007500,212630.246,547814.8034,212541.875,547549.1612
1240000601,211871.444,548433.3349,211812.1772,548458.2058
1240044600,210780.3917,549620.7764,210871.9791,549921.6597
1240000501,211807.5338,548447.1406,211866.8006,548422.2697
1240045300,210872.0659,549921.9632,210957.2997,550247.387
1240000602,211812.0169,548458.2703,211391.3286,548620.7248
1240000502,211387.0057,548609.5305,211807.6941,548447.076
1240000603,211391.4373,548620.6816,211185.5911,548704.8193
1240020500,210957.1078,550246.2939,211026.7259,550487.7408
1240000503,211181.0508,548693.7114,211386.897,548609.5737
1240048000,211026.8861,550488.4319,211057.6833,550591.1174
1240012001,211940.8737,548595.5253,211989.5571,548723.0547
1240011901,211978.3462,548727.3344,211929.6628,548599.805
1240040000,210958.8187,548787.9001,210925.8352,548847.5582
1240000403,212065.5184,548357.1876,211871.3139,548433.3877
1240039600,210898.4221,548743.411,210979.5606,548768.7697
1240000303,211866.9307,548422.2169,212061.1353,548346.0167
1230091700,210855.5694,548818.4239,210888.3842,548752.3911
1240010000,211874.7133,548425.6251,211940.8593,548595.4879
1240040300,210914.9487,548853.3568,210861.0436,548829.1278
1240009900,211929.6772,548599.8423,211863.5313,548429.9795
1240000402,212250.129,548287.364,212065.4494,548357.2141
1240000302,212061.2043,548345.9901,212245.8838,548276.14
1240038300,212069.0598,548349.832,212115.6265,548500.6448
1240038400,212104.1607,548504.1851,212057.5939,548353.3723
1240028900,212115.6484,548500.7171,212165.9193,548671.1091
1240038800,212154.4098,548674.5048,212104.1388,548504.1128
1240009502,211932.3952,548592.3978,212107.0205,548497.1476
1240009602,212112.7667,548507.6823,211938.1414,548602.9325
1240009501,212106.837,548497.2519,212279.3456,548395.1225
1240009601,212285.4589,548405.4486,212112.9503,548507.578
1240010202,212253.7687,548280.0799,212288.1646,548398.6135
1240010102,212276.64,548401.9577,212242.2441,548283.4241
1240010203,212288.1504,548398.5653,212353.238,548616.0533
1240010103,212341.7418,548619.4937,212276.6542,548402.0058
1240039000,212349.1812,548623.5302,212161.8558,548678.5637
1240038900,212158.4733,548667.0502,212345.7987,548612.0168
1240010204,212353.2343,548616.0409,212487.9104,549062.5615
1240010104,212476.4216,549066.0266,212341.7455,548619.5061
1240039200,212161.8744,548678.5582,211985.6615,548730.9458
1240039100,211982.2419,548719.4433,212158.4547,548667.0557
1240040400,212165.9196,548671.1101,212284.85,549074.4682
1240040500,212273.3399,549077.8619,212154.4095,548674.5038
1240012003,212278.7448,549070.1753,212481.8158,549058.3043
1240011903,212482.5161,549070.2838,212279.4451,549082.1548
1240018902,210948.4706,550242.5931,211265.2901,550071.9348
1240019002,211270.961,550082.5102,210954.1684,550253.1541
1240013900,210773.5681,549616.5937,211122.5872,549552.9999
1240014000,211124.7383,549564.8055,210775.7191,549628.3994
1240013202,211725.4105,549456.193,211368.7912,549519.5663
1240013102,211366.6916,549507.7514,211723.311,549444.3781
1240013201,211368.835,549519.5584,211124.7563,549564.8022
1240013101,211122.5692,549553.0032,211366.6478,549507.7594
1240044200,211373.6725,549514.5656,211330.413,549797.538
1240044100,211318.5508,549795.7246,211361.8103,549512.7522
1240016900,211262.338,550078.8051,211194.0754,549829.1702
1240017000,211205.6504,549826.005,211273.9131,550075.6399
1240015100,211194.0906,549829.2247,211117.8904,549560.5398
1240015200,211129.4351,549557.2657,211205.6353,549825.9506
1240017600,211459.8804,549980.9066,211270.9675,550082.5068
1240017500,211265.2836,550071.9383,211454.1965,549970.338
1240018500,211304.6336,550223.5883,211262.3663,550078.905
1240018600,211273.8848,550075.54,211316.1521,550220.2233
1240020301,211377.4476,550480.1024,211304.6209,550223.5442
1240020401,211316.1648,550220.2673,211388.9915,550476.8255
1240000703,213464.9677,548758.9036,212981.3256,548500.0895
1240000802,212986.9875,548489.5092,213470.6296,548748.3232
1240010402,212848.4719,548424.277,212888.1595,548584.3503
1240010301,212876.5122,548587.238,212836.8246,548427.1648
1240000702,212981.5244,548500.1912,212840.0162,548431.1128
1240000801,212845.2803,548420.329,212986.7886,548489.4075
1240011402,213547.9922,548994.1522,212992.5461,549032.5779
1240011302,212991.7566,549020.6039,213547.1491,548982.1818
1240011800,212992.5937,549032.5745,212482.6083,549070.2777
1240011700,212481.7236,549058.3104,212991.709,549020.6072
1240013001,212487.9315,549062.633,212618.6028,549516.1959
1240012901,212607.0718,549519.518,212476.4005,549065.9551
1240013002,212618.5852,549516.1361,212661.8138,549660.5239
1230037402,210151.8524,548383.4397,210733.3067,548173.5133
1240012902,212650.318,549663.9656,212607.0894,549519.5778
1240013802,212654.7367,549668.0957,212508.3204,549634.8331
1240013702,212510.9788,549623.1312,212657.3951,549656.3938
1240015900,213193.1889,549971.0298,213144.8942,549699.2585
1240016002,213156.7091,549697.159,213205.0038,549968.9302
1240009300,211178.3067,548702.5605,210838.0834,548144.0656
1240009400,210848.4724,548138.0597,211188.3351,548695.9702
1240009801,210741.1027,548177.5351,210898.4221,548743.411
1240009701,210888.3842,548752.3911,210729.5527,548180.7903
1240036200,210770.8736,547885.8139,210974.164,548093.3607
1240037100,210963.2173,548098.2769,210762.2236,547894.1312
1240015400,213787.8501,549646.5099,213806.3455,549973.6988
1240015300,213794.3646,549974.3761,213775.8692,549647.1871
1240037700,211383.4568,548616.9695,211224.8939,548005.993
1240037600,211236.2453,548002.1011,211394.8775,548613.2859
1240037200,211593.0965,547879.0683,211815.4379,548450.4738
1240037300,211804.2732,548454.8726,211581.89,547883.3596
1240033800,211832.9424,547795.1958,211749.8904,547512.4433
1240033700,211761.391,547509.0175,211844.4712,547791.8659
1240008900,211863.4848,548429.8563,211646.5262,547860.4919
1240009000,211657.7183,547856.1631,211874.7598,548425.7483
1240000902,210979.5606,548768.7697,211181.2884,548693.6201
1240011102,210984.1669,549093.498,210914.9487,548853.3568
1240011202,210925.8352,548847.5582,210995.6644,549090.0618
1240005702,212788.1373,547459.6595,212941.503,547127.6783
1240005802,212946.5852,547141.3539,212799.1252,547464.4829
1240033900,212663.2353,547752.543,213090.673,547582.3605
1240034000,213094.829,547593.6179,212665.7933,547764.2672
1240006902,212630.7566,547809.8862,212659.0899,547755.8408
1240007002,212669.9387,547760.9694,212641.1219,547815.9326
1240008700,212431.1247,548254.0043,212630.3912,547810.6249
1240008800,212641.4873,547815.1939,212441.6555,548259.7579
1240008501,212836.8575,548427.2915,212630.2459,547814.8031
1240008600,212641.6326,547811.0157,212848.4391,548424.1504
1240000203,212437.1656,548250.9314,212845.4832,548420.4329
1240000103,212839.8133,548431.0089,212435.6146,548262.8308
1240040200,211291.4978,548992.7544,211177.8558,548701.7417
1,211732.5214,549451.7811,212118.6404,549061.2494
2,212138.4979,549072.2813,211743.5534,549467.2259
1240042000,209899.1461,549512.1912,210986.9909,549086.541
1230031702,212939.787,547134.1775,212715.9661,546409.1389
1230031802,212727.3781,546405.4286,212951.2332,547130.5741
3,212279.644,549082.1399,212134.6806,549071.0731
4,212141.1984,549060.8841,212278.546,549070.1902
